"Date","Region","Place","Trigger","Trigger..additional.info","Weak.Layer","Depth","Width","Vertical","Aspect","Elevation","Coordinates","Caught","Carried","Buried...Partly","Buried...Fully","Injured","Killed"
"2023-02-09","Uintas","Tower Mountain","Natural","","","2'","","","East","10,100'","",NA,NA,NA,NA,NA,NA
"2023-02-10","Logan","Northern Bear River Range","Snowboarder","Unintentionally Triggered","New Snow/Old Snow Interface","8""","25'","200'","East","8,500'","",NA,NA,NA,NA,NA,NA
"2023-02-10","Salt Lake","Hogum","Skier","","","18""","100'","","Southeast","10,600'","40.536480330225, -111.731386507150",NA,1,NA,NA,NA,NA
"2023-02-10","Salt Lake","Little Superior","Skier","","","3""","60'","","Southwest","10,000'","",NA,NA,NA,NA,NA,NA
"2023-02-10","Salt Lake","Session Mountains","Skier","","","2""","20'","","Southeast","8,600'","40.872127195741, -111.786491485530",NA,NA,NA,NA,NA,NA
"2023-02-10","Salt Lake","Scott Hill","Natural","","","","","","Northeast","","",NA,NA,NA,NA,NA,NA
"2023-02-11","Salt Lake","Little Cottonwood Canyon","Natural","","","2'","30'","70'","West","9,100'","40.592299090116, -111.627359377460",NA,NA,NA,NA,NA,NA
"2023-02-11","Logan","Logan Peak","Skier","Remotely Triggered","","10""","60'","500'","Northeast","9,000'","41.720689163998, -111.728339182450",NA,NA,NA,NA,NA,NA
"2023-01-18","Moab","Moab","Unknown","","","","300'","","North","11,400'","38.398957387142, -109.269318456390",NA,NA,NA,NA,NA,NA
"2023-02-08","Logan","Mt. Magog, South Ridge","Natural","Cornice Triggered","Facets","3'","50'","","East","9,300'","41.914198247198, -111.653537737430",NA,NA,NA,NA,NA,NA
"2023-02-10","Salt Lake","Butler Basin","Skier","","New Snow/Old Snow Interface","14""","40'","","Northeast","10,000'","40.667582875598, -111.684206115310",NA,1,NA,NA,NA,NA
"2023-02-13","Provo","Ant Knolls","Skier","","Wet grains","4""","20'","","East","9,500'","40.553748026868, -111.565330245080",NA,NA,NA,NA,NA,NA
"2023-02-14","Salt Lake","Butler Fork","Skier","","Density Change","2""","5'","","West","8,500'","40.663745003106, -111.659556614470",NA,NA,NA,NA,NA,NA
"2023-02-15","Salt Lake","Coalpit 4","Natural","Cornice Triggered","Density Change","","","","North","9,000'","40.567317650690, -111.747723506980",2,1,NA,NA,NA,NA
"2023-02-15","Salt Lake","Bells Canyon","Skier","","Density Change","8""","20'","","Northwest","8,100'","40.551399764751, -111.753240322420",NA,NA,NA,NA,NA,NA
"2023-02-14","Ogden","Banana Chute","Natural","","Density Change","2'","40'","","North","6,800'","41.205781374944, -111.884242459280",NA,NA,NA,NA,NA,NA
"2023-02-14","Salt Lake","Raymond Peak","Natural","","Density Change","","","","South","9,700'","40.661658253225, -111.697654711290",NA,NA,NA,NA,NA,NA
"2023-02-15","Salt Lake","Days Fork","Skier","","Density Change","6""","10'","","Northeast","9,000'","40.619635460837, -111.641726965310",NA,NA,NA,NA,NA,NA
"2023-02-15","Salt Lake","Neffs","Skier","","Density Change","10""","80'","600'","Northwest","8,700'","40.672579121461, -111.749995093770",NA,NA,NA,NA,NA,NA
"2023-02-15","Salt Lake","Butler Fork","Skier","","New Snow","6""","5'","10'","Southwest","8,500'","40.665998517923, -111.658194052290",NA,NA,NA,NA,NA,NA
"2023-02-15","Salt Lake","Big Cottonwood Canyon","","","Density Change","18""","40'","","Northwest","5,600'","40.616024694665, -111.778503135480",NA,NA,NA,NA,NA,NA
"2023-02-19","Salt Lake","Red Pine Gulch","Natural","","New Snow/Old Snow Interface","","","","Northeast","","40.534562623214, -111.694328772130",NA,NA,NA,NA,NA,NA
"2023-02-19","Salt Lake","Tuscarora","Skier","Sympathetic Release","New Snow/Old Snow Interface","8""","15'","80'","East","10,300'","40.585252805957, -111.597211348140",NA,NA,NA,NA,NA,NA
"2023-02-19","Logan","Central Bear River Range","Skier","Remotely Triggered","Facets","7""","30'","","North","9,000'","",NA,NA,NA,NA,NA,NA
"2023-02-19","Salt Lake","Meadows","Snowboarder","","New Snow/Old Snow Interface","2""","20'","","East","8,500'","40.614276688600, -111.627445208160",NA,NA,NA,NA,NA,NA
"2023-02-19","Salt Lake","Emigration Canyon","Natural","Unintentionally Triggered","New Snow/Old Snow Interface","12""","30'","200'","West","5,800'","40.750635128683, -111.783828722530",NA,NA,NA,NA,NA,NA
"2023-02-20","Salt Lake","Jaws","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","6""","100'","","Northeast","10,200'","40.600662308750, -111.634687103320",NA,NA,NA,NA,NA,NA
"2023-02-20","Ogden","Cutler Ridge","Natural","","Facets","10""","125'","","Northeast","6,800'","41.378338178117, -111.928431974910",NA,NA,NA,NA,NA,NA
"2023-02-20","Logan","Drop in, Drop out","Natural","","Facets","18""","150'","","Northeast","8,200'","41.733540938249, -111.732501970840",NA,NA,NA,NA,NA,NA
"2023-02-20","Salt Lake","Cardiff Pass","Skier","Intentionally Triggered","New Snow/Old Snow Interface","6""","10'","","Southeast","9,800'","40.592945486452, -111.649805532640",NA,NA,NA,NA,NA,NA
"2023-02-21","Logan","First Dam","Natural","","Wet grains","","80'","500'","Northwest","5,700'","41.742043150163, -111.784944521480",NA,NA,NA,NA,NA,NA
"2023-02-20","Salt Lake","Foothills","Snowboarder","","Density Change","4""","50'","","Northeast","5,100'","40.800278937980, -111.841155453680",NA,NA,NA,NA,NA,NA
"2023-02-21","Ogden","Hells Canyon","Skier","Intentionally Triggered","Density Change","6""","30'","60'","North","7,200'","41.218493812954, -111.873893780830",NA,NA,NA,NA,NA,NA
"2023-02-21","Salt Lake","Days Fork","Skier","Intentionally Triggered","New Snow/Old Snow Interface","4""","","","Northeast","10,200'","40.606296268909, -111.637358652670",NA,NA,NA,NA,NA,NA
"2023-02-21","Ogden","Ogden","Skier","","Density Change","4""","100'","","Northeast","8,600'","41.238822997314, -111.916678996020",NA,NA,NA,NA,NA,NA
"2023-02-22","Provo","Bob's Knob","Snowboarder","Unintentionally Triggered","Density Change","5""","20'","","Northeast","7,700'","40.414214898080, -111.610901342950",NA,NA,NA,NA,NA,NA
"2023-02-22","Salt Lake","Brighton Perimeter","Skier","Unintentionally Triggered","Density Change","8""","30'","","Northeast","10,000'","40.592649689203, -111.597997113260",1,1,NA,NA,NA,NA
"2023-02-22","Salt Lake","Parleys Canyon","Skier","Remotely Triggered","","14""","400'","500'","Southeast","7,500'","40.751418432398, -111.715335833140",NA,NA,NA,NA,NA,NA
"2023-02-22","Ogden","Ben Lomond","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","2'","150'","100'","Northeast","6,500'","41.366599489161, -111.923904406090",NA,NA,NA,NA,NA,NA
"2023-02-22","Ogden","Ben Lomond","Skier","","","2'","","800'","East","6,900'","41.361526560773, -111.924419390230",NA,NA,NA,NA,NA,NA
"2023-02-22","Salt Lake","Emma Ridges","Skier","","","2'","","","South","9,600'","40.597990316141, -111.630341323330",NA,NA,NA,NA,NA,NA
"2023-02-22","Logan","Eastern Slopes of Wellsville Range","Natural","","New Snow/Old Snow Interface","2'","","2,500'","East","6,800'","41.659287694658, -111.985874163170",NA,NA,NA,NA,NA,NA
"2023-02-23","Ogden","Pine Creek","Skier","","New Snow/Old Snow Interface","19""","200'","","North","6,600'","41.305847853000, -111.879442097790",NA,NA,NA,NA,NA,NA
"2023-02-22","Provo","Provo","Skier","","","4""","15'","","North","","40.390335386106, -111.575698244130",NA,1,NA,NA,NA,NA
"2023-02-23","Salt Lake","Pioneer Ridge","Snowboarder","","","18""","70'","","North","10,000'","40.584007990686, -111.578969306070",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Ricardos","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","2.5'","60'","","East","9,000'","40.620668176333, -111.622677520570",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Lucky Days","Skier","","","12""","50'","","East","8,600'","40.623297028621, -111.642508996560",NA,1,NA,NA,NA,NA
"2023-02-22","Logan","Maple Creek Canyon","Natural","","","","","","West","6,500'","",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Lookout Peak","Natural","","","18""","100'","","South","8,400'","40.833407536332, -111.724825097360",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Argenta","Skier","","","8""","50'","","North","9,900'","40.625845255558, -111.671732502280",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Little Willow Canyon","Skier","","","16""","150'","","North","7,600'","40.540938799601, -111.719155298760",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Chicken Sh#! Ridge","Skier","","","2'","50'","","East","9,600'","40.613956681796, -111.642189366760",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Salt Lake foothills","Natural","","","12""","150'","","West","6,500'","40.806052667496, -111.822177605910",NA,NA,NA,NA,NA,NA
"2023-02-23","Ogden","Chilly Peak Slabs","Skier","","","","","","East","7,000'","",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Days Fork","Skier","","","14""","25'","","East","9,200'","40.612817027248, -111.639600490900",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Foothills","Skier","Unintentionally Triggered","Facets","18""","125'","","West","6,200'","40.795071793298, -111.841846183560",1,1,NA,NA,NA,NA
"2023-02-22","Salt Lake","Suicide Chute","Explosive","","","","200'","","Southeast","10,200'","",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Toll Canyon","Skier","","","14""","20'","","Northeast","7,900'","40.727006718707, -111.604871737110",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Limber Pine","Skier","","","6""","20'","","Southwest","9,200'","",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Foothills","Natural","","","10""","","","North","","40.798282000276, -111.839296804940",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","West Scotties","Skier","","","15""","30'","","Southwest","9,000'","",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Cardiff Fork","Unknown","","","2'","150'","","Northwest","9,800'","40.597303219554, -111.657314287720",NA,NA,NA,NA,NA,NA
"2023-02-23","Salt Lake","Foothills","Natural","","","","","","Northwest","5,200'","40.771165608750, -111.829555021830",NA,NA,NA,NA,NA,NA
"2023-02-22","Logan","Green Canyon Mouth","Natural","","Facets","12""","70'","800'","Northwest","6,400'","41.767606799122, -111.771898256830",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Figure 8 Bowl","Natural","","Density Change","2'","125'","300'","Northeast","9,700'","40.591771822068, -111.603133665640",NA,NA,NA,NA,NA,NA
"2023-02-22","Logan","Garden City","Natural","","Facets","2'","80'","100'","East","6,900'","41.932558393373, -111.431643950100",NA,NA,NA,NA,NA,NA
"2023-02-23","Ogden","North Ogden Divide","Natural","","","","","","East","6,800'","41.325813761643, -111.896063747080",NA,NA,NA,NA,NA,NA
"2023-02-23","Ogden","Ben Lomond Headwall","Natural","","","","","","East","9,400'","41.378588875252, -111.974963607460",NA,NA,NA,NA,NA,NA
"2023-02-22","Ogden","South Face","","","","","","","East","8,500'","41.357567841805, -111.966090860010",NA,NA,NA,NA,NA,NA
"2023-02-24","Provo","Aspen Grove","Unknown","","","","","","Southwest","7,300'","40.408169792825, -111.599078165610",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","White Pine","Skier","","Density Change","12""","175'","50'","Northwest","8,900'","40.551823321987, -111.678771959840",NA,NA,NA,NA,NA,NA
"2023-02-24","Salt Lake","Patsy Marly","Unknown","","","","","","West","10,000'","40.588651155361, -111.611298309890",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Two Dogs","Snowboarder","Unintentionally Triggered","","12""","50'","200'","Northeast","10,200'","40.599543449169, -111.642444120940",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Little Cottonwood Canyon","Natural","","","16""","25'","","Northwest","8,500'","",NA,NA,NA,NA,NA,NA
"2023-02-25","Logan","Old Logway and N. Hells Canyon","Natural","Cornice Triggered","","","","","East","8,600'","41.671477559505, -112.026665197870",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","White Pine","Unknown","","","","","","West","","40.557830286704, -111.679673182060",NA,NA,NA,NA,NA,NA
"2023-02-25","Logan","Logan Dry Canyon","Natural","","Facets","2.5'","60'","40'","North","8,800'","",NA,NA,NA,NA,NA,NA
"2023-02-25","Uintas","Mt. Watson","Natural","","Density Change","12""","150'","150'","Northeast","10,800'","40.702480564462, -110.977449404400",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Pioneer Ridge","Snowboarder","","","15""","60'","","North","9,800'","",NA,NA,NA,NA,NA,NA
"2023-02-25","Provo","Alpine Loop","Unknown","","","","","","South","7,500'","40.408978561344, -111.608031379310",NA,NA,NA,NA,NA,NA
"2023-02-25","Uintas","Hoyt Environs","Natural","","Density Change","12""","70'","300'","Northeast","10,000'","40.695322615324, -111.198742376940",NA,NA,NA,NA,NA,NA
"2023-02-25","Ogden","Ben Lomond Headwall","Natural","","","","","","Northeast","9,400'","41.372699564384, -111.968264119880",NA,NA,NA,NA,NA,NA
"2023-02-22","Logan","Central Wood Camp Bowls","Natural","","","","1,500'","2,000'","East","8,600'","41.820754245078, -111.682956205920",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Silver Fork Headwall","Skier","","","12""","30'","","North","10,000'","40.598365555978, -111.627295004440",NA,NA,NA,NA,NA,NA
"2023-02-25","Logan","Cornice Ridge","Natural","Cornice Triggered","","12""","100'","","East","9,400'","",NA,NA,NA,NA,NA,NA
"2023-02-25","Logan","Castle Rock","Snowmobiler","Unintentionally Triggered","","","125'","","Northeast","9,300'","41.902277788839, -111.669652449200",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Blue Ice","Unknown","","","","","","Northeast","10,000'","40.600521594915, -111.715813616830",NA,NA,NA,NA,NA,NA
"2023-02-23","Ogden","Ben Lomond","Natural","","","","","","East","7,400'","41.374352555068, -111.939129295030",NA,NA,NA,NA,NA,NA
"2023-02-22","Provo","Cascade Ridge","Natural","","","","","","Southeast","10,600'","40.303765869811, -111.586160647000",NA,NA,NA,NA,NA,NA
"2023-02-22","Provo","Cascade Ridge","Natural","","","","","","Southeast","10,400'","40.301426263693, -111.586074816310",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Alexander Basin","Natural","","","18""","250'","","East","10,000'","",NA,NA,NA,NA,NA,NA
"2023-02-22","Logan","Central Wood Camp Bowls","Natural","","","3'","","","East","8,600'","41.814905952823, -111.683166759310",NA,NA,NA,NA,NA,NA
"2023-02-25","Logan","Little Bear","Skier","Intentionally Triggered","","12""","60'","","North","8,300'","41.870470510800, -111.532706980960",NA,NA,NA,NA,NA,NA
"2023-02-25","Provo","Rock Canyon","Natural","","","","25'","","South","","40.279862890469, -111.588435875320",NA,NA,NA,NA,NA,NA
"2023-02-25","Uintas","Chalk Creek","Natural","Cornice Triggered","Density Change","12""","70'","150'","Northeast","10,500'","40.829211308861, -111.094887243890",NA,NA,NA,NA,NA,NA
"2023-02-25","Skyline","Lake Canyon","Snowmobiler","Unintentionally Triggered","New Snow/Old Snow Interface","12""","150'","500'","Northeast","10,100'","39.571176617030, -111.285688864350",NA,NA,NA,NA,NA,NA
"2023-02-26","Skyline","BBQ Bowl","Natural","","New Snow/Old Snow Interface","12""","175'","500'","Northeast","10,200'","39.507562693853, -111.317059980980",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Alexander Basin","Skier","","","","","","West","8,500'","40.683274121640, -111.675735699250",NA,NA,NA,NA,NA,NA
"2023-02-25","Salt Lake","Yellow Jacket","Skier","","","12""","25'","60'","Northwest","9,000'","40.680092892789, -111.688395725800",NA,2,NA,NA,NA,NA
"2023-02-26","Ogden","Cutler Ridge","Skier","Intentionally Triggered","","10""","50'","","Northeast","6,800'","41.378789004585, -111.929193722300",NA,NA,NA,NA,NA,NA
"2023-02-25","Provo","Mt Nebo Loop Road","Natural","","","","125'","","Northeast","8,200'","39.809757356633, -111.733961092530",NA,NA,NA,NA,NA,NA
"2023-02-26","Salt Lake","Mt. Raymond","Unknown","","","3'","70'","100'","Northwest","9,800'","40.663251297460, -111.697511663650",NA,NA,NA,NA,NA,NA
"2023-02-26","Provo","Lake Mountains","Snowboarder","","","2'","200'","","North","6,800'","40.292395391274, -111.950402284230",NA,NA,NA,NA,NA,NA
"2023-02-26","Uintas","Browns Canyon","Skier","Remotely Triggered","Facets","2'","200'","100'","North","6,900'","40.714777998200, -111.401143210280",NA,NA,NA,NA,NA,NA
"2023-02-27","Logan","Beaver Mountain Backcountry","Skier","Intentionally Triggered","New Snow/Old Snow Interface","18""","20'","150'","Southeast","8,600'","",NA,NA,NA,NA,NA,NA
"2023-02-27","Logan","Green Canyon Mouth","Natural","","Facets","18""","200'","1,250'","North","6,400'","41.764021994119, -111.768872725070",NA,NA,NA,NA,NA,NA
"2023-02-27","Ogden","Ogden Foothills","Skier","","","2.5'","60'","","Northwest","6,900'","41.207103876385, -111.919279741450",NA,NA,NA,NA,NA,NA
"2023-02-27","Ogden","Ogden","Natural","","New Snow","12""","50'","","East","8,200'","41.345179278247, -111.921114908730",NA,NA,NA,NA,NA,NA
"2023-02-23","Moab","Exxons Folley","Natural","","","2.5'","70'","400'","North","10,600'","38.452793886187, -109.263436304900",NA,NA,NA,NA,NA,NA
"2023-02-23","Moab","Gravel Pit Lanes","Natural","","","","200'","1,000'","Northeast","11,600'","38.448082750326, -109.263320432450",NA,NA,NA,NA,NA,NA
"2023-02-23","Moab","Middle Cirque","Natural","","","3'","70'","125'","Northwest","11,400'","38.443679688994, -109.250720488440",NA,NA,NA,NA,NA,NA
"2023-02-28","Logan","North Ridge of Logan Dry Canyon","Natural","","","2""","35'","","North","6,200'","41.734352329615, -111.773974957170",NA,NA,NA,NA,NA,NA
"2023-02-28","Provo","Timpanogos","Natural","","","3'","1,000'","1,750'","East","9,900'","40.383436646662, -111.628518091750",NA,NA,NA,NA,NA,NA
"2023-02-28","Logan","First Dam","Natural","Cornice Triggered","","12""","70'","125'","North","5,600'","41.738792908266, -111.786124693440",NA,NA,NA,NA,NA,NA
"2023-02-27","Logan","East faces, Wellsvile Range","Natural","Repeater","","","","2,750'","East","8,900'","41.687560621125, -112.008447634240",NA,NA,NA,NA,NA,NA
"2023-02-28","Logan","South Ridge of Beaver Mountain","Skier","Remotely Triggered","Facets","2'","600'","600'","East","8,000'","41.947441948750, -111.558737742030",NA,NA,NA,NA,NA,NA
"2023-02-28","Salt Lake","Brighton Perimeter","Natural","","Density Change","","","","East","10,300'","40.581741735270, -111.578307139010",NA,NA,NA,NA,NA,NA
"2023-02-28","Salt Lake","Hellgate","Unknown","","","","100'","","South","10,000'","40.593213956091, -111.651611520100",NA,NA,NA,NA,NA,NA
"2023-03-01","Salt Lake","Rocky Point","Natural","","New Snow","6""","100'","100'","Northeast","10,500'","40.578184516223, -111.597930180140",NA,NA,NA,NA,NA,NA
"2023-03-01","Logan","Beaver Creek Canyon","","","Facets","18""","50'","90'","West","6,800'","41.943699627263, -111.545970427120",NA,NA,NA,NA,NA,NA
"2023-02-27","Logan","Cache Valley Foothills","Natural","","","5'","80'","","North","6,400'","",NA,NA,NA,NA,NA,NA
"2023-03-01","Uintas","Uintas","Natural","","New Snow/Old Snow Interface","","","","Northwest","10,600'","40.668115394429, -111.061241614020",NA,NA,NA,NA,NA,NA
"2023-03-02","Salt Lake","Squaretop","","","","16""","150'","","Northeast","9,800'","40.664282130353, -111.600408541280",NA,NA,NA,NA,NA,NA
"2023-03-02","Ogden","Bridge Canyon","Natural","","","16""","150'","","Northeast","7,400'","41.310195286768, -111.891117083110",NA,NA,NA,NA,NA,NA
"2023-03-02","Uintas","Mill Hollow","Snowmobiler","Remotely Triggered","Density Change","12""","50'","","Northeast","10,100'","40.393888883696, -111.181747900620",NA,NA,NA,NA,NA,NA
"2023-03-02","Salt Lake","Hide A Way Park","Skier","Unintentionally Triggered","Facets","2'","60'","250'","Northwest","10,000'","40.602937707439, -111.632470773990",NA,NA,NA,NA,NA,NA
"2023-03-02","Salt Lake","Oquirrh Mountains","Natural","","","2""","","","North","6,500'","40.486844357176, -112.277226435180",NA,NA,NA,NA,NA,NA
"2023-03-02","Logan","Red Pine Ridge","Snowmobiler","Remotely Triggered","Facets","4'","150'","800'","Southeast","9,000'","41.685292403444, -111.696517454700",NA,NA,NA,NA,NA,NA
"2023-03-03","Ogden","Chilly Peak Slabs","Natural","","New Snow","","200'","350'","East","5,600'","41.356945003778, -111.897371761750",NA,NA,NA,NA,NA,NA
"2023-03-03","Ogden","Ben Lomond Headwall","Natural","","New Snow/Old Snow Interface","","250'","1,500'","Northeast","8,600'","41.371928999585, -111.965928091670",NA,NA,NA,NA,NA,NA
"2023-02-28","Logan","Mt. Naomi Wilderness","Natural","Cornice Triggered","Facets","","","","North","9,300'","",NA,NA,NA,NA,NA,NA
"2023-02-28","Logan","Mt. Naomi Wilderness","Natural","Cornice Triggered","Facets","","","","Northwest","8,700'","",NA,NA,NA,NA,NA,NA
"2023-03-03","Ogden","Ben Lomond Headwall","Natural","","New Snow","","500'","1,500'","Northeast","9,000'","41.373744155754, -111.969135433280",NA,NA,NA,NA,NA,NA
"2023-03-03","Ogden","Ben Lomond Headwall","Natural","","New Snow","","600'","2,000'","Northeast","9,400'","41.364936765093, -111.961625248050",NA,NA,NA,NA,NA,NA
"2023-02-27","Logan","Bird Canyon","Natural","","New Snow/Old Snow Interface","","","3,000'","East","8,700'","41.687439688256, -112.007868277120",NA,NA,NA,NA,NA,NA
"2023-03-03","Uintas","Weber Canyon","Natural","","","2.5'","700'","","Northeast","9,100'","",NA,NA,NA,NA,NA,NA
"2023-03-03","Provo","Big Springs","Skier","","","8""","400'","","North","8,200'","40.334735552951, -111.523638353560",NA,NA,NA,NA,NA,NA
"2023-03-03","Salt Lake","Brighton Perimeter","Skier","","","10""","70'","","Northwest","10,000'","",NA,NA,NA,NA,NA,NA
"2023-03-03","Salt Lake","Brighton Perimeter","Skier","","","8""","80'","","Northwest","10,200'","40.591184973699, -111.598391520070",NA,NA,NA,NA,NA,NA
"2023-03-02","Southwest","Fake Breaks","Natural","","","","","","Southwest","9,600'","37.591930653646, -112.874535777170",NA,NA,NA,NA,NA,NA
"2023-03-03","Salt Lake","Salt Lake","Skier","","","12""","20'","","Southeast","10,200'","40.588895579322, -111.599872099470",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Bonkers","Natural","","","10'","125'","","East","10,200'","40.601498497302, -111.725485312040",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Spire","Skier","","","12""","25'","","Northwest","9,700'","",NA,NA,NA,NA,NA,NA
"2023-03-01","Logan","Logan Peak Cirque","Snowmobiler","Cornice Triggered","Facets","2.5'","200'","700'","North","9,100'","41.715820127132, -111.722041355660",NA,NA,NA,NA,NA,NA
"2023-03-04","Logan","Steam Mill #3","Skier","","","12""","25'","","Northeast","9,000'","41.960193667633, -111.621737467370",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Ivory Flakes","Skier","","","20""","30'","","Northeast","10,500'","40.603115441826, -111.667520763580",NA,1,NA,NA,NA,NA
"2023-03-04","Salt Lake","Maybird Aprons","Skier","Intentionally Triggered","Density Change","16""","40'","20'","North","9,600'","40.551300065670, -111.709134565910",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Tolcat Couloir","Skier","Remotely Triggered","","4""","50'","","North","8,100'","40.656810790312, -111.775664078290",NA,NA,NA,NA,NA,NA
"2023-03-04","Uintas","Gold Hill","Skier","Remotely Triggered","Density Change","16""","100'","100'","Northeast","10,200'","40.816472531906, -110.917110430410",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Banana Days","Natural","","","","","","East","10,200'","40.608177813668, -111.645201431820",NA,NA,NA,NA,NA,NA
"2023-03-04","Uintas","Wolf Creek","Natural","Cornice Triggered","","3'","200'","400'","North","9,600'","40.485212363214, -111.033153521210",NA,NA,NA,NA,NA,NA
"2023-03-04","Provo","Loafer Mountain","Skier","","","6""","125'","","North","8,600'","",NA,NA,NA,NA,NA,NA
"2023-03-04","Ogden","Cutler Ridge","Skier","Unintentionally Triggered","Density Change","10""","70'","100'","Northeast","8,000'","",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","White Pine","Natural","","","16""","125'","","West","9,000'","",NA,NA,NA,NA,NA,NA
"2023-03-04","Ogden","Ogden","Skier","","","5""","15'","","North","8,200'","41.017950031497, -111.849715419370",NA,NA,NA,NA,NA,NA
"2023-03-05","Logan","Green Canyon Mouth","Natural","Cornice Triggered","New Snow/Old Snow Interface","11""","90'","800'","North","6,200'","41.763989983797, -111.768701063690",NA,NA,NA,NA,NA,NA
"2023-03-05","Uintas","Soapstone","Natural","","","","","","North","8,400'","40.587680090410, -111.079219963380",NA,NA,NA,NA,NA,NA
"2023-03-05","Logan","Central Bear River Range","Natural","","New Snow","5""","25'","","North","7,800'","",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","South Face of Reynolds","Skier","","Density Change","6""","50'","","South","8,500'","40.660955164515, -111.651976447530",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","Greens Basin","Skier","","","8""","25'","","North","8,000'","40.629410659889, -111.628724499730",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","Weathering Heights","Unknown","","Density Change","8""","20'","","East","8,300'","40.658080488816, -111.635513292860",NA,NA,NA,NA,NA,NA
"2023-03-05","Ogden","Cutler Ridge","Skier","Cornice Triggered","Density Change","18""","150'","350'","East","8,600'","41.367207408804, -111.955457424440",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","Ricardos","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","2'","200'","","East","8,800'","40.618805953014, -111.622622352090",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","Meadows","Skier","Remotely Triggered","New Snow/Old Snow Interface","2'","300'","","Southeast","8,900'","40.615565381541, -111.623120998720",NA,NA,NA,NA,NA,NA
"2023-03-04","Salt Lake","Y-Not Couloir","Natural","","New Snow","","","","North","","40.565797736274, -111.727172299400",1,1,NA,NA,NA,NA
"2023-03-06","Salt Lake","Reynolds Pk","Skier","Remotely Triggered","New Snow/Old Snow Interface","","150'","","Southeast","9,000'","40.660429910587, -111.645825493320",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","Memorials","Skier","","Density Change","8""","25'","","North","8,900'","40.656621299980, -111.770108552860",NA,NA,NA,NA,NA,NA
"2023-03-06","Salt Lake","Tuscarora","Skier","Unintentionally Triggered","New Snow/Old Snow Interface","3'","300'","","Southeast","10,600'","40.583547710052, -111.598342234510",NA,NA,NA,NA,NA,NA
"2023-03-05","Salt Lake","Two Trees","Explosive","","New Snow/Old Snow Interface","2.5'","125'","","Southeast","9,800'","40.594113169297, -111.655503674530",NA,NA,NA,NA,NA,NA
"2023-02-28","Logan","Bergeson Hill","Natural","","Facets","","","","East","5,800'","42.001808613696, -111.986002909220",NA,NA,NA,NA,NA,NA
"2023-03-06","Logan","Beaver Dam","Natural","","New Snow/Old Snow Interface","6""","30'","40'","North","5,100'","41.794385342307, -112.048959719210",NA,NA,NA,NA,NA,NA
"2023-03-06","Salt Lake","10420","Snowmobiler","Remotely Triggered","New Snow/Old Snow Interface","2'","200'","","Southeast","10,100'","40.598068979212, -111.557986723500",NA,NA,NA,NA,NA,NA
"2023-03-04","Provo","NW Cirque","Natural","","","6'","800'","","North","10,200'","40.491901494466, -111.703196628670",NA,NA,NA,NA,NA,NA
"2023-03-08","Uintas","Mill Hollow","Snowmobiler","Remotely Triggered","","18""","80'","","Southeast","9,400'","",NA,NA,NA,NA,NA,NA
